ID,Title En,Countries,Date,Nationality,Gender,Enquiry status,Staff,Local,Conflict Zone,Age,Media,Date resolution,dg_request,state_acknowledgements,state_response,País Título EN,country_Regional Group,Coordinates,Calc country code,calc_country,Conflict zone calc,year,month,case_category,resolved,impunity,government_responded,primary_region,resolution_days
3739,Zakariya Rashid Hassan,BH,2011-04-09,Bahraini,Male,Resolved,Freelancer,Local,False,40.0,Online,1970-01-01 00:00:00.000002013,"[{'id': 46520, 'text_1': '2013', 'text_2': ''}]",[],"[{'id': 46521, 'text_1': '2011', 'text_2': ''}, {'id': 46522, 'text_1': '2013', 'text_2': 'https://unesdoc.unesco.org/ark:/48223/pf0000388066.locale=en'}]",Bahrain,Arab States,"26.22, 50.58",BH,Zakariya Rashid Hassan,Not a Conflict Zone,2011,4,Resolved,1,0,1,Arab States,-15073.0
3750,Gerardo Ortega,PH,2011-01-24,Filipino,Male,Ongoing/Unresolved,Staff,Local,False,47.0,Radio,,[],[],"[{'id': 51266, 'text_1': '2014', 'text_2': ''}, {'id': 51267, 'text_1': '2022', 'text_2': 'https://en.unesco.org/sites/default/files/philippines_safety_2022.pdf'}]",Philippines,Asia and the Pacific,"14.6, 120.98",PH,Gerardo Ortega,Not a Conflict Zone,2011,1,Unresolved,0,1,1,Asia and the Pacific,
3792,Joselito Agustin,PH,2010-06-15,Filipino,Male,Resolved,Staff,Local,False,37.0,Radio,1970-01-01 00:00:00.000002022,[],[],"[{'id': 51331, 'text_1': '2018', 'text_2': 'https://en.unesco.org/sites/default/files/philippines_safety_18.pdf'}, {'id': 51332, 'text_1': '2022', 'text_2': 'https://en.unesco.org/sites/default/files/philippines_safety_2022.pdf'}]",Philippines,Asia and the Pacific,"14.6, 120.98",PH,Joselito Agustin,Not a Conflict Zone,2010,6,Resolved,1,0,1,Asia and the Pacific,-14775.0
3794,Desidario Camangyan,PH,2010-06-14,Filipino,Male,Resolved,Staff,Local,False,52.0,Radio,1970-01-01 00:00:00.000002019,[],[],"[{'id': 51224, 'text_1': '2018', 'text_2': 'https://en.unesco.org/sites/default/files/philippines_safety_18.pdf'}]",Philippines,Asia and the Pacific,"14.6, 120.98",PH,Desidario Camangyan,Not a Conflict Zone,2010,6,Resolved,1,0,1,Asia and the Pacific,-14774.0
3835,Ernesto Maravilla,PH,2009-11-23,Filipino,Male,Ongoing/Unresolved,Staff,Local,False,,Radio,,[],[],"[{'id': 51243, 'text_1': '2014', 'text_2': ''}, {'id': 51244, 'text_1': '2018', 'text_2': 'https://en.unesco.org/sites/default/files/philippines_safety_18.pdf'}, {'id': 51245, 'text_1': '2022', 'text_2': 'https://en.unesco.org/sites/default/files/philippines_safety_2022.pdf'}]",Philippines,Asia and the Pacific,"14.6, 120.98",PH,Ernesto Maravilla,Not a Conflict Zone,2009,11,Unresolved,0,1,1,Asia and the Pacific,
3836,Eugene Dohillo,PH,2009-11-23,Filipino,Male,Ongoing/Unresolved,Staff,Local,False,,TV,,[],[],"[{'id': 51248, 'text_1': '2014', 'text_2': ''}, {'id': 51249, 'text_1': '2018', 'text_2': 'https://en.unesco.org/sites/default/files/philippines_safety_18.pdf'}, {'id': 51250, 'text_1': '2022', 'text_2': 'https://en.unesco.org/sites/default/files/philippines_safety_2022.pdf'}]",Philippines,Asia and the Pacific,"14.6, 120.98",PH,Eugene Dohillo,Not a Conflict Zone,2009,11,Unresolved,0,1,1,Asia and the Pacific,
3842,Jhoy Duhay,PH,2009-11-23,Filipino,Male,Ongoing/Unresolved,Staff,Local,False,,Print,,[],[],"[{'id': 51311, 'text_1': '2014', 'text_2': ''}, {'id': 51312, 'text_1': '2018', 'text_2': 'https://en.unesco.org/sites/default/files/philippines_safety_18.pdf'}, {'id': 51313, 'text_1': '2022', 'text_2': 'https://en.unesco.org/sites/default/files/philippines_safety_2022.pdf'}]",Philippines,Asia and the Pacific,"14.6, 120.98",PH,Jhoy Duhay,Not a Conflict Zone,2009,11,Unresolved,0,1,1,Asia and the Pacific,
3844,John Caniban,PH,2009-11-23,Filipino,Male,Ongoing/Unresolved,Staff,Local,False,,Print,,[],[],"[{'id': 51325, 'text_1': '2014', 'text_2': ''}, {'id': 51326, 'text_1': '2018', 'text_2': 'https://en.unesco.org/sites/default/files/philippines_safety_18.pdf'}, {'id': 51327, 'text_1': '2022', 'text_2': 'https://en.unesco.org/sites/default/files/philippines_safety_2022.pdf'}]",Philippines,Asia and the Pacific,"14.6, 120.98",PH,John Caniban,Not a Conflict Zone,2009,11,Unresolved,0,1,1,Asia and the Pacific,
3846,Lindo Lupogan,PH,2009-11-23,Filipino,Male,Ongoing/Unresolved,Staff,Local,False,,Print,,[],[],"[{'id': 51343, 'text_1': '2014', 'text_2': ''}, {'id': 51344, 'text_1': '2018', 'text_2': 'https://en.unesco.org/sites/default/files/philippines_safety_18.pdf'}, {'id': 51345, 'text_1': '2022', 'text_2': 'https://en.unesco.org/sites/default/files/philippines_safety_2022.pdf'}]",Philippines,Asia and the Pacific,"14.6, 120.98",PH,Lindo Lupogan,Not a Conflict Zone,2009,11,Unresolved,0,1,1,Asia and the Pacific,
3848,Marites Cablitas,PH,2009-11-23,Filipino,Female,Ongoing/Unresolved,Staff,Local,False,,Print,,[],[],"[{'id': 51351, 'text_1': '2014', 'text_2': ''}, {'id': 51352, 'text_1': '2018', 'text_2': 'https://en.unesco.org/sites/default/files/philippines_safety_18.pdf'}, {'id': 51353, 'text_1': '2022', 'text_2': 'https://en.unesco.org/sites/default/files/philippines_safety_2022.pdf'}]",Philippines,Asia and the Pacific,"14.6, 120.98",PH,Marites Cablitas,Not a Conflict Zone,2009,11,Unresolved,0,1,1,Asia and the Pacific,
3852,Rey Merisco,PH,2009-11-23,Filipino,Male,Ongoing/Unresolved,Staff,Local,False,,Print,,[],[],"[{'id': 51393, 'text_1': '2014', 'text_2': ''}, {'id': 51394, 'text_1': '2018', 'text_2': 'https://en.unesco.org/sites/default/files/philippines_safety_18.pdf'}, {'id': 51395, 'text_1': '2022', 'text_2': 'https://en.unesco.org/sites/default/files/philippines_safety_2022.pdf'}]",Philippines,Asia and the Pacific,"14.6, 120.98",PH,Rey Merisco,Not a Conflict Zone,2009,11,Unresolved,0,1,1,Asia and the Pacific,
3854,Romeo Jimmy Cabillo,PH,2009-11-23,Filipino,Male,Ongoing/Unresolved,Staff,Local,False,,Print,,[],[],"[{'id': 51415, 'text_1': '2014', 'text_2': ''}, {'id': 51416, 'text_1': '2018', 'text_2': 'https://en.unesco.org/sites/default/files/philippines_safety_18.pdf'}, {'id': 51417, 'text_1': '2022', 'text_2': 'https://en.unesco.org/sites/default/files/philippines_safety_2022.pdf'}]",Philippines,Asia and the Pacific,"14.6, 120.98",PH,Romeo Jimmy Cabillo,Not a Conflict Zone,2009,11,Unresolved,0,1,1,Asia and the Pacific,
3855,Ronnie Perante,PH,2009-11-23,Filipino,Male,Ongoing/Unresolved,Staff,Local,False,,Print,,[],[],"[{'id': 51419, 'text_1': '2014', 'text_2': ''}, {'id': 51420, 'text_1': '2018', 'text_2': 'https://en.unesco.org/sites/default/files/philippines_safety_18.pdf'}, {'id': 51421, 'text_1': '2022', 'text_2': 'https://en.unesco.org/sites/default/files/philippines_safety_2022.pdf'}]",Philippines,Asia and the Pacific,"14.6, 120.98",PH,Ronnie Perante,Not a Conflict Zone,2009,11,Unresolved,0,1,1,Asia and the Pacific,
3869,Godofredo Linao,PH,2009-07-27,Filipino,Male,Ongoing/Unresolved,Staff,Local,False,49.0,Radio,,[],[],"[{'id': 51271, 'text_1': '2014', 'text_2': ''}, {'id': 51272, 'text_1': '2018', 'text_2': 'https://en.unesco.org/sites/default/files/philippines_safety_18.pdf'}, {'id': 51273, 'text_1': '2022', 'text_2': 'https://en.unesco.org/sites/default/files/philippines_safety_2022.pdf'}]",Philippines,Asia and the Pacific,"14.6, 120.98",PH,Godofredo Linao,Not a Conflict Zone,2009,7,Unresolved,0,1,1,Asia and the Pacific,
3886,Ernesto Rollin,PH,2009-02-23,Filipino,Male,Ongoing/Unresolved,Staff,Local,False,40.0,Radio,,[],[],"[{'id': 51246, 'text_1': '2014', 'text_2': ''}, {'id': 51247, 'text_1': '2022', 'text_2': 'https://en.unesco.org/sites/default/files/philippines_safety_2022.pdf'}]",Philippines,Asia and the Pacific,"14.6, 120.98",PH,Ernesto Rollin,Not a Conflict Zone,2009,2,Unresolved,0,1,1,Asia and the Pacific,
4056,Armando Pace,PH,2006-07-18,Filipino,Male,Resolved,Freelancer,Local,False,51.0,Radio,1970-01-01 00:00:00.000002009,[],[],"[{'id': 51195, 'text_1': '2014', 'text_2': ''}]",Philippines,Asia and the Pacific,"14.6, 120.98",PH,Armando Pace,Not a Conflict Zone,2006,7,Resolved,1,0,1,Asia and the Pacific,-13347.0
4068,Fernando “Dong” Batul,PH,2006-05-22,Filipino,Male,Unresolved – Archived,Staff,Local,False,,Radio,,[],[],"[{'id': 51261, 'text_1': '2014', 'text_2': ''}, {'id': 51262, 'text_1': '2018', 'text_2': 'https://en.unesco.org/sites/default/files/philippines_safety_18.pdf'}, {'id': 51263, 'text_1': '2022', 'text_2': 'https://en.unesco.org/sites/default/files/philippines_safety_2022.pdf'}]",Philippines,Asia and the Pacific,"14.6, 120.98",PH,Fernando “Dong” Batul,Not a Conflict Zone,2006,5,Unresolved,0,1,1,Asia and the Pacific,
4096,Robert Ramos,PH,2005-11-20,Filipino,Male,Unknown,Staff,Local,False,,Print,,[],[],"[{'id': 51403, 'text_1': '2014', 'text_2': ''}]",Philippines,Asia and the Pacific,"14.6, 120.98",PH,Robert Ramos,Not a Conflict Zone,2005,11,Unknown,0,1,1,Asia and the Pacific,
4097,"Ricardo ""Ding"" Uy",PH,2005-11-18,Filipino,Male,Unknown,Staff,Local,False,,Radio,,[],[],[],Philippines,Asia and the Pacific,"14.6, 120.98",PH,"Ricardo ""Ding"" Uy",Not a Conflict Zone,2005,11,Unknown,0,1,0,Asia and the Pacific,
4110,Rolando Morales,PH,2005-07-03,Filipino,Male,Unknown,Staff,Local,False,,Radio,,[],[],"[{'id': 51412, 'text_1': '2014', 'text_2': ''}]",Philippines,Asia and the Pacific,"14.6, 120.98",PH,Rolando Morales,Not a Conflict Zone,2005,7,Unknown,0,1,1,Asia and the Pacific,
4125,Romeo Sanchez,PH,2005-03-09,Filipino,Male,Unknown,Staff,Local,False,,Radio,,[],[],"[{'id': 51418, 'text_1': '2014', 'text_2': ''}]",Philippines,Asia and the Pacific,"14.6, 120.98",PH,Romeo Sanchez,Not a Conflict Zone,2005,3,Unknown,0,1,1,Asia and the Pacific,
4137,Stephen Omais,PH,2004-12-03,Filipino,Male,Unknown,Staff,Local,False,,Print,,[],[],"[{'id': 51440, 'text_1': '2014', 'text_2': ''}]",Philippines,Asia and the Pacific,"14.6, 120.98",PH,Stephen Omais,Not a Conflict Zone,2004,12,Unknown,0,1,1,Asia and the Pacific,
4138,Allan Dizon,PH,2004-11-27,Filipino,Male,Unknown,Staff,Local,False,,Print,,[],[],"[{'id': 51187, 'text_1': '2014', 'text_2': ''}]",Philippines,Asia and the Pacific,"14.6, 120.98",PH,Allan Dizon,Not a Conflict Zone,2004,11,Unknown,0,1,1,Asia and the Pacific,
3748,Ahmed Mohammed Mahmoud,EG,2011-02-04,Egyptian,Male,Ongoing/Unresolved,Staff,Local,False,36.0,Print,,"[{'id': 47584, 'text_1': '2013', 'text_2': ''}, {'id': 47585, 'text_1': '2014', 'text_2': ''}, {'id': 47586, 'text_1': '2015', 'text_2': ''}, {'id': 47587, 'text_1': '2016', 'text_2': ''}, {'id': 47588, 'text_1': '2017', 'text_2': ''}, {'id': 47589, 'text_1': '2018', 'text_2': ''}, {'id': 47590, 'text_1': '2019', 'text_2': ''}, {'id': 47591, 'text_1': '2020', 'text_2': ''}, {'id': 47592, 'text_1': '2021', 'text_2': ''}, {'id': 47593, 'text_1': '2022', 'text_2': ''}, {'id': 47594, 'text_1': '2024', 'text_2': ''}]","[{'id': 47595, 'text_1': '2015', 'text_2': ''}]","[{'id': 47596, 'text_1': '2024', 'text_2': ''}]",Egypt,"Arab States,Africa","30.04, 31.24",EG,Ahmed Mohammed Mahmoud,Not a Conflict Zone,2011,2,Unresolved,0,1,1,Arab States,
3769,Dickson Ssentongo,UG,2010-09-13,Ugandan,Male,Ongoing/Unresolved,Staff,Local,True,29.0,Radio,,"[{'id': 52996, 'text_1': '2013', 'text_2': ''}, {'id': 52997, 'text_1': '2014', 'text_2': ''}, {'id': 52998, 'text_1': '2015', 'text_2': ''}, {'id': 52999, 'text_1': '2016', 'text_2': ''}, {'id': 53000, 'text_1': '2017', 'text_2': ''}, {'id': 53001, 'text_1': '2018', 'text_2': ''}, {'id': 53002, 'text_1': '2019', 'text_2': ''}, {'id': 53003, 'text_1': '2020', 'text_2': ''}, {'id': 53004, 'text_1': '2021', 'text_2': ''}, {'id': 53005, 'text_1': '2022', 'text_2': ''}, {'id': 53006, 'text_1': '2024', 'text_2': ''}]","[{'id': 53007, 'text_1': '2022', 'text_2': ''}]","[{'id': 53008, 'text_1': '2016', 'text_2': ''}, {'id': 53009, 'text_1': '2018', 'text_2': ''}, {'id': 53010, 'text_1': '2024', 'text_2': ''}]",Uganda,Africa,"0.31, 32.58",UG,Dickson Ssentongo,Conflict Zone,2010,9,Unresolved,0,1,1,Africa,
3770,Paul Kiggundu,UG,2010-09-10,Ugandan,Male,Ongoing/Unresolved,Freelancer,Local,True,32.0,Cross-platform,,"[{'id': 53011, 'text_1': '2013', 'text_2': ''}, {'id': 53012, 'text_1': '2014', 'text_2': ''}, {'id': 53013, 'text_1': '2015', 'text_2': ''}, {'id': 53014, 'text_1': '2016', 'text_2': ''}, {'id': 53015, 'text_1': '2017', 'text_2': ''}, {'id': 53016, 'text_1': '2018', 'text_2': ''}, {'id': 53017, 'text_1': '2019', 'text_2': ''}, {'id': 53018, 'text_1': '2020', 'text_2': ''}, {'id': 53019, 'text_1': '2021', 'text_2': ''}, {'id': 53020, 'text_1': '2022', 'text_2': ''}, {'id': 53021, 'text_1': '2024', 'text_2': ''}]","[{'id': 53022, 'text_1': '2022', 'text_2': ''}]","[{'id': 53023, 'text_1': '2016', 'text_2': ''}, {'id': 53024, 'text_1': '2018', 'text_2': ''}, {'id': 53025, 'text_1': '2024', 'text_2': ''}]",Uganda,Africa,"0.31, 32.58",UG,Paul Kiggundu,Conflict Zone,2010,9,Unresolved,0,1,1,Africa,
3927,Abdul Samad Rohani,AF,2008-06-07,Afghan,Male,Resolved,Staff,Local,True,25.0,Cross-platform,1970-01-01 00:00:00.000002020,[],[],"[{'id': 46139, 'text_1': '2016', 'text_2': ''}]",Afghanistan,Asia and the Pacific,"34.53, 69.17",AF,Abdul Samad Rohani,Conflict Zone,2008,6,Resolved,1,0,1,Asia and the Pacific,-14037.0
3976,Zakia Zaki,AF,2007-06-05,Afghan,Female,Ongoing/Unresolved,Staff,Local,True,22.0,Radio,,"[{'id': 46233, 'text_1': '2009', 'text_2': ''}, {'id': 46234, 'text_1': '2011', 'text_2': ''}, {'id': 46235, 'text_1': '2013', 'text_2': ''}, {'id': 46236, 'text_1': '2014', 'text_2': ''}, {'id': 46237, 'text_1': '2015', 'text_2': ''}, {'id': 46238, 'text_1': '2016', 'text_2': ''}, {'id': 46239, 'text_1': '2017', 'text_2': ''}, {'id': 46240, 'text_1': '2018', 'text_2': ''}, {'id': 46241, 'text_1': '2019', 'text_2': ''}, {'id': 46242, 'text_1': '2020', 'text_2': ''}, {'id': 46243, 'text_1': '2021', 'text_2': ''}, {'id': 46244, 'text_1': '2022', 'text_2': ''}, {'id': 46245, 'text_1': '2024', 'text_2': ''}]","[{'id': 46246, 'text_1': '2016', 'text_2': 'https://webarchive.unesco.org/web/20180708111438/http://www.unesco.org/new/fileadmin/MULTIMEDIA/HQ/CI/CI/pdf/Condemns_Killing_of_Journalists/2016/Afghanistan_response_2016.pdf'}, {'id': 46247, 'text_1': '2017', 'text_2': ''}]","[{'id': 46248, 'text_1': '2011', 'text_2': ''}, {'id': 46249, 'text_1': '2018', 'text_2': ''}, {'id': 46250, 'text_1': '2019', 'text_2': ''}, {'id': 46251, 'text_1': '2021', 'text_2': 'https://unesdoc.unesco.org/ark:/48223/pf0000385859.locale=en'}]",Afghanistan,Asia and the Pacific,"34.53, 69.17",AF,Zakia Zaki,Conflict Zone,2007,6,Unresolved,0,1,1,Asia and the Pacific,
4031,Christian Struwe,AF,2006-10-06,German,Male,Ongoing/Unresolved,Staff,Foreign,True,,TV,,[],[],"[{'id': 46154, 'text_1': '2016', 'text_2': ''}, {'id': 46155, 'text_1': '2021', 'text_2': 'https://en.unesco.org/sites/default/files/ms_afghanistan_safety_2021.pdf'}]",Afghanistan,Asia and the Pacific,"34.53, 69.17",AF,Christian Struwe,Conflict Zone,2006,10,Unresolved,0,1,1,Asia and the Pacific,
4032,Karen Fischer,AF,2006-10-06,German,Female,Ongoing/Unresolved,Staff,Foreign,True,30.0,TV,,[],[],"[{'id': 46168, 'text_1': '2016', 'text_2': ''}, {'id': 46169, 'text_1': '2021', 'text_2': 'https://en.unesco.org/sites/default/files/ms_afghanistan_safety_2021.pdf'}]",Afghanistan,Asia and the Pacific,"34.53, 69.17",AF,Karen Fischer,Conflict Zone,2006,10,Unresolved,0,1,1,Asia and the Pacific,
3827,Hassan Zubeyr Haji Hassan,SO,2009-12-03,Somali,Male,Ongoing/Unresolved,Staff,Local,True,29.0,TV,,[],[],"[{'id': 52080, 'text_1': '2022', 'text_2': 'https://en.unesco.org/sites/default/files/somalia_safety_2022.pdf'}]",Somalia,Africa,"2.04, 45.34",SO,Hassan Zubeyr Haji Hassan,Conflict Zone,2009,12,Unresolved,0,1,1,Africa,
3874,Muktar Mohamed Hirabe,SO,2009-06-07,Somali,Male,Resolved,Staff,Local,True,48.0,Radio,1970-01-01 00:00:00.000002017,[],[],[],Somalia,Africa,"2.04, 45.34",SO,Muktar Mohamed Hirabe,Conflict Zone,2009,6,Resolved,1,0,0,Africa,-14402.0
3779,Assaf Abu Rahal,LB,2010-08-03,Lebanese,Male,Ongoing/Unresolved – Reported by Member State as killed by foreign actors beyond national jurisdiction,Staff,Local,True,55.0,Print,,"[{'id': 49509, 'text_1': '2013', 'text_2': ''}, {'id': 49510, 'text_1': '2014', 'text_2': ''}, {'id': 49511, 'text_1': '2015', 'text_2': ''}, {'id': 49512, 'text_1': '2016', 'text_2': ''}, {'id': 49513, 'text_1': '2017', 'text_2': ''}]",[],"[{'id': 49514, 'text_1': '2017', 'text_2': ''}]",Lebanon,"Arab States,Arab States","33.89, 35.51",LB,Assaf Abu Rahal,Conflict Zone,2010,8,Unresolved,0,1,1,Arab States,
4052,Layal Nagib,LB,2006-07-23,Lebanese,Female,Ongoing/Unresolved – Reported by Member State as killed by foreign actors beyond national jurisdiction,Freelancer,Local,True,22.0,Print,,"[{'id': 49515, 'text_1': '2009', 'text_2': ''}, {'id': 49516, 'text_1': '2011', 'text_2': ''}, {'id': 49517, 'text_1': '2013', 'text_2': ''}, {'id': 49518, 'text_1': '2014', 'text_2': ''}, {'id': 49519, 'text_1': '2015', 'text_2': ''}, {'id': 49520, 'text_1': '2016', 'text_2': ''}, {'id': 49521, 'text_1': '2017', 'text_2': ''}]",[],"[{'id': 49522, 'text_1': '2009', 'text_2': ''}, {'id': 49523, 'text_1': '2011', 'text_2': ''}, {'id': 49524, 'text_1': '2017', 'text_2': ''}]",Lebanon,"Arab States,Arab States","33.89, 35.51",LB,Layal Nagib,Conflict Zone,2006,7,Unresolved,0,1,1,Arab States,
3790,Jean-Léonard Rugambage,RW,2010-06-24,Rwandan,Male,Resolved,Staff,Local,False,34.0,Print,1970-01-01 00:00:00.000002017,"[{'id': 51997, 'text_1': '2013', 'text_2': ''}, {'id': 51998, 'text_1': '2014', 'text_2': ''}, {'id': 51999, 'text_1': '2015', 'text_2': ''}, {'id': 52000, 'text_1': '2016', 'text_2': ''}, {'id': 52001, 'text_1': '2017', 'text_2': ''}]",[],"[{'id': 52002, 'text_1': '2016', 'text_2': ''}, {'id': 52003, 'text_1': '2017', 'text_2': ''}]",Rwanda,Africa,"-1.95, 30.11",RW,Jean-Léonard Rugambage,Not a Conflict Zone,2010,6,Resolved,1,0,1,Africa,-14784.0
3806,Hiroyuki Muramoto,TH,2010-04-10,Japanese,Male,Ongoing/Unresolved,Staff,Foreign,False,43.0,TV,,"[{'id': 52513, 'text_1': '2013', 'text_2': ''}, {'id': 52514, 'text_1': '2014', 'text_2': ''}, {'id': 52515, 'text_1': '2015', 'text_2': ''}, {'id': 52516, 'text_1': '2016', 'text_2': ''}, {'id': 52517, 'text_1': '2017', 'text_2': ''}, {'id': 52518, 'text_1': '2018', 'text_2': ''}, {'id': 52519, 'text_1': '2019', 'text_2': ''}, {'id': 52520, 'text_1': '2020', 'text_2': ''}, {'id': 52521, 'text_1': '2021', 'text_2': ''}, {'id': 52522, 'text_1': '2022', 'text_2': ''}, {'id': 52523, 'text_1': '2024', 'text_2': ''}, {'id': 52524, 'text_1': '2026', 'text_2': ''}]","[{'id': 52525, 'text_1': '2020', 'text_2': ''}, {'id': 52526, 'text_1': '2021', 'text_2': 'https://webarchive.unesco.org/web/20240313185054/https://en.unesco.org/sites/default/files/thailand_safety_2021_ms.pdf'}]","[{'id': 52527, 'text_1': '2017', 'text_2': 'https://unesdoc.unesco.org/ark:/48223/pf0000388213.locale=en'}, {'id': 52528, 'text_1': '2019', 'text_2': ''}, {'id': 52529, 'text_1': '2024', 'text_2': ''}, {'id': 52530, 'text_1': '2026', 'text_2': ''}]",Thailand,Asia and the Pacific,"13.75, 100.52",TH,Hiroyuki Muramoto,Not a Conflict Zone,2010,4,Unresolved,0,1,1,Asia and the Pacific,
3910,Jaruek Rangcharoen,TH,2008-09-27,Thai,Male,Ongoing/Unresolved,Staff,Local,False,46.0,Print,,"[{'id': 52531, 'text_1': '2011', 'text_2': ''}, {'id': 52532, 'text_1': '2013', 'text_2': ''}, {'id': 52533, 'text_1': '2014', 'text_2': ''}, {'id': 52534, 'text_1': '2015', 'text_2': ''}, {'id': 52535, 'text_1': '2016', 'text_2': ''}, {'id': 52536, 'text_1': '2017', 'text_2': ''}, {'id': 52537, 'text_1': '2018', 'text_2': ''}, {'id': 52538, 'text_1': '2019', 'text_2': ''}, {'id': 52539, 'text_1': '2020', 'text_2': ''}, {'id': 52540, 'text_1': '2021', 'text_2': ''}, {'id': 52541, 'text_1': '2022', 'text_2': ''}, {'id': 52542, 'text_1': '2024', 'text_2': ''}, {'id': 52543, 'text_1': '2026', 'text_2': ''}]","[{'id': 52544, 'text_1': '2020', 'text_2': ''}, {'id': 52545, 'text_1': '2021', 'text_2': 'https://webarchive.unesco.org/web/20240313185054/https://en.unesco.org/sites/default/files/thailand_safety_2021_ms.pdf'}]","[{'id': 52546, 'text_1': '2022', 'text_2': ''}, {'id': 52547, 'text_1': '2024', 'text_2': ''}, {'id': 52548, 'text_1': '2026', 'text_2': ''}]",Thailand,Asia and the Pacific,"13.75, 100.52",TH,Jaruek Rangcharoen,Not a Conflict Zone,2008,9,Unresolved,0,1,1,Asia and the Pacific,
3918,Paul Abayomi Ogundeji,NG,2008-08-17,Nigerian,Male,Unresolved – Archived,Staff,Local,False,,Print,,"[{'id': 50922, 'text_1': '2011', 'text_2': ''}, {'id': 50923, 'text_1': '2013', 'text_2': ''}, {'id': 50924, 'text_1': '2014', 'text_2': ''}, {'id': 50925, 'text_1': '2015', 'text_2': ''}, {'id': 50926, 'text_1': '2016', 'text_2': ''}, {'id': 50927, 'text_1': '2017', 'text_2': ''}, {'id': 50928, 'text_1': '2018', 'text_2': ''}, {'id': 50929, 'text_1': '2019', 'text_2': ''}]","[{'id': 50930, 'text_1': '2016', 'text_2': ''}]","[{'id': 50931, 'text_1': '2015', 'text_2': ''}, {'id': 50932, 'text_1': '2017', 'text_2': ''}, {'id': 50933, 'text_1': '2018', 'text_2': 'https://unesdoc.unesco.org/ark:/48223/pf0000388156.locale=en'}, {'id': 50934, 'text_1': '2019', 'text_2': 'https://unesdoc.unesco.org/ark:/48223/pf0000388157.locale=en'}]",Nigeria,Africa,"9.06, 7.49",NG,Paul Abayomi Ogundeji,Not a Conflict Zone,2008,8,Unresolved,0,1,1,Africa,
4010,Godwin Agbroko,NG,2006-12-22,Nigerian,Male,Unresolved – Archived,Staff,Local,False,,Print,,"[{'id': 50865, 'text_1': '2009', 'text_2': ''}, {'id': 50866, 'text_1': '2011', 'text_2': ''}, {'id': 50867, 'text_1': '2013', 'text_2': ''}, {'id': 50868, 'text_1': '2014', 'text_2': ''}, {'id': 50869, 'text_1': '2015', 'text_2': ''}, {'id': 50870, 'text_1': '2016', 'text_2': ''}, {'id': 50871, 'text_1': '2017', 'text_2': ''}, {'id': 50872, 'text_1': '2018', 'text_2': ''}, {'id': 50873, 'text_1': '2019', 'text_2': ''}]","[{'id': 50874, 'text_1': '2016', 'text_2': ''}]","[{'id': 50875, 'text_1': '2015', 'text_2': ''}, {'id': 50876, 'text_1': '2017', 'text_2': ''}, {'id': 50877, 'text_1': '2018', 'text_2': 'https://unesdoc.unesco.org/ark:/48223/pf0000388156.locale=en'}, {'id': 50878, 'text_1': '2019', 'text_2': 'https://unesdoc.unesco.org/ark:/48223/pf0000388157.locale=en'}]",Nigeria,Africa,"9.06, 7.49",NG,Godwin Agbroko,Not a Conflict Zone,2006,12,Unresolved,0,1,1,Africa,
3997,Mario Rolando López Sánchez,GT,2007-05-03,Guatemalan,Male,Ongoing/Unresolved,Staff,Local,False,64.0,Radio,,"[{'id': 48016, 'text_1': '2009', 'text_2': ''}, {'id': 48017, 'text_1': '2011', 'text_2': ''}, {'id': 48018, 'text_1': '2013', 'text_2': ''}, {'id': 48019, 'text_1': '2014', 'text_2': ''}, {'id': 48020, 'text_1': '2015', 'text_2': ''}, {'id': 48021, 'text_1': '2016', 'text_2': ''}, {'id': 48022, 'text_1': '2017', 'text_2': ''}, {'id': 48023, 'text_1': '2018', 'text_2': ''}, {'id': 48024, 'text_1': '2019', 'text_2': ''}, {'id': 48025, 'text_1': '2020', 'text_2': ''}, {'id': 48026, 'text_1': '2021', 'text_2': ''}, {'id': 48027, 'text_1': '2022', 'text_2': ''}, {'id': 48028, 'text_1': '2024', 'text_2': ''}]",[],"[{'id': 48029, 'text_1': '2009', 'text_2': ''}, {'id': 48030, 'text_1': '2011', 'text_2': ''}, {'id': 48031, 'text_1': '2014', 'text_2': ''}, {'id': 48032, 'text_1': '2015', 'text_2': ''}, {'id': 48033, 'text_1': '2016', 'text_2': ''}, {'id': 48034, 'text_1': '2017', 'text_2': ''}, {'id': 48035, 'text_1': '2018', 'text_2': ''}, {'id': 48036, 'text_1': '2019', 'text_2': ''}, {'id': 48037, 'text_1': '2020', 'text_2': ''}, {'id': 48038, 'text_1': '2021', 'text_2': ''}, {'id': 48039, 'text_1': '2022', 'text_2': ''}, {'id': 48040, 'text_1': '2024', 'text_2': ''}]",Guatemala,Latin America and the Caribbean,"14.64, -90.51",GT,Mario Rolando López Sánchez,Not a Conflict Zone,2007,5,Unresolved,0,1,1,Latin America and the Caribbean,
